ID,Name,Sex,Team,NOC,Sport,Age,Height,Weight,Games,Year,Season,City,Event,Medal
1730,Monica Aksamit,F,United States,USA,Fencing,1,1,1,1,1,1,1,1,1
1732,Liudmyla Vasylivna Aksenova (Shapovalova-),F,Soviet Union,URS,Athletics,1,1,1,1,1,1,1,1,1
1734,Aleksandr Timofeyevich Aksinin,M,Soviet Union,URS,Athletics,2,2,2,2,2,2,2,2,2
1740,Nikolay Aleksandrovich Aksyonov,M,Russia,RUS,Rowing,1,1,1,1,1,1,1,1,1
1742,Irina Anatolyevna Aksyonova,F,Soviet Union,URS,Swimming,1,1,1,1,1,1,1,1,1
1758,Vladyslav Ivanovych Akymenko,M,Soviet Union,URS,Sailing,1,1,1,1,1,1,1,1,1
1762,Naser Al Shami,M,Syria,SYR,Boxing,1,1,1,1,1,1,1,1,1
1809,Nasser Salih Nasser Abdullah Al-Attiya,M,Qatar,QAT,Shooting,1,1,1,1,1,1,1,1,1
1858,Fehaid Al-Deehani,M,Individual Olympic Athletes,IOA,Shooting,1,1,1,1,1,1,1,1,1
1858,Fehaid Al-Deehani,M,Kuwait,KUW,Shooting,2,2,2,2,2,2,2,2,2
1885,Ramzy Al-Duhami,M,Saudi Arabia,KSA,Equestrianism,1,1,1,1,1,1,1,1,1
1889,Khaled Al-Eid,M,Saudi Arabia,KSA,Equestrianism,1,1,1,1,1,1,1,1,1
1949,Abdul Rashid Al-Hasan,M,Pakistan,PAK,Hockey,1,1,1,1,1,1,1,1,1
2025,Ahmed bin Hasher Al-Maktoum,M,United Arab Emirates,UAE,Shooting,1,1,1,1,1,1,1,1,1
2112,Abdullah Al-Rashidi,M,Individual Olympic Athletes,IOA,Shooting,1,1,1,1,1,1,1,1,1
2134,Prince Abdullah Bin Moteb Al-Saud,M,Saudi Arabia,KSA,Equestrianism,1,1,1,1,1,1,1,1,1
2170,Hadi Soua'an Al-Somaily Jaadan,M,Saudi Arabia,KSA,Athletics,1,1,1,1,1,1,1,1,1
2210,Marina Alabau Neira,F,Spain,ESP,Sailing,1,1,1,1,1,1,1,1,1
2212,Armenak Alachachyan,M,Soviet Union,URS,Basketball,1,1,1,1,1,1,1,1,1
2225,Arsen Shakhlamazovich Alakhverdiyev,M,Soviet Union,URS,Wrestling,1,1,1,1,1,1,1,1,1
2233,Noor Alam,M,Pakistan,PAK,Hockey,2,2,2,2,2,2,2,2,2
2256,Vladan Alanovi,M,Croatia,CRO,Basketball,1,1,1,1,1,1,1,1,1
2274,Mika Antero Alatalo,M,Finland,FIN,Ice Hockey,1,1,1,1,1,1,1,1,1
2275,Toimi Johannes Alatalo,M,Finland,FIN,Cross Country Skiing,1,1,1,1,1,1,1,1,1
2295,Fabio Albarelli,M,Italy,ITA,Sailing,1,1,1,1,1,1,1,1,1
2296,Marco Albarello,M,Italy,ITA,Cross Country Skiing,5,5,5,5,5,5,5,5,5
2302,Pierre Henri Maurice Albarran,M,France-3,FRA,Tennis,1,0,0,1,1,1,1,1,1
2306,Ruslan Vladimirovich Albegov,M,Russia,RUS,Weightlifting,1,1,1,1,1,1,1,1,1
2307,David Albelda Aliqus,M,Spain,ESP,Football,1,1,1,1,1,1,1,1,1
2311,Reinhard Alber,M,West Germany,FRG,Cycling,1,1,1,1,1,1,1,1,1
2313,Alberto Alberani Samaritani,M,Italy,ITA,Water Polo,1,1,1,1,1,1,1,1,1
2316,A. Albert,M,Union des Socits Franais de Sports Athletiques,FRA,Rugby,0,0,0,1,1,1,1,1,1
2317,Auguste Albert,M,Martha-1,FRA,Sailing,0,0,0,2,2,2,2,2,2
2322,Flrin Albert,M,Hungary,HUN,Football,1,1,1,1,1,1,1,1,1
2342,Nely Carla Alberto Francisca,F,Spain,ESP,Handball,1,1,1,1,1,1,1,1,1
2347,Georg Albert Christian Albertsen,M,Denmark,DEN,Gymnastics,1,0,0,1,1,1,1,1,1
2349,Ebbe Gustav Bertil Albertsson (-Andersson),M,Sweden,SWE,Athletics,1,1,1,1,1,1,1,1,1
2355,Abramo Albini,M,Italy,ITA,Rowing,1,1,1,1,1,1,1,1,1
2359,Islam-Beka Said-Tsilimovich Albiyev,M,Russia,RUS,Wrestling,1,1,1,1,1,1,1,1,1
2367,mile Albrecht,M,Switzerland,SUI,Rowing,0,0,0,2,2,2,2,2,2
2378,Sylvia Albrecht (-Heckendorf),F,East Germany,GDR,Speed Skating,1,1,1,1,1,1,1,1,1
2379,Brigitte Albrecht-Loretan,F,Switzerland,SUI,Cross Country Skiing,1,1,1,1,1,1,1,1,1
2381,John Robert Albrechtson,M,Sweden,SWE,Sailing,1,1,1,1,1,1,1,1,1
2386,"Tenley Emma Albright (-Gardiner, -Blakely)",F,United States,USA,Figure Skating,2,0,0,2,2,2,2,2,2
2387,"David Donald ""Dave"" Albritton",M,United States,USA,Athletics,1,1,1,1,1,1,1,1,1
2389,Anatoly Mikhaylovich Albul,M,Soviet Union,URS,Wrestling,1,1,1,1,1,1,1,1,1
2419,Aldair Nascimento dos Santos,M,Brazil,BRA,Football,1,1,1,1,1,1,1,1,1
2420,Andrs Aldama Cabrera,M,Cuba,CUB,Boxing,2,2,2,2,2,2,2,2,2
2434,Cyril Albert Alden,M,Great Britain,GBR,Cycling,0,0,0,3,3,3,3,3,3
2440,"Frederick Pitt ""Fred"" Alderman",M,United States,USA,Athletics,1,1,1,1,1,1,1,1,1
2443,"Joan ""Jody"" Alderson (-Braskamp)",F,United States,USA,Swimming,1,1,1,1,1,1,1,1,1
2458,David Alegre Biosca,M,Spain,ESP,Hockey,1,1,1,1,1,1,1,1,1
2460,Ramn Alegre Biosca,M,Spain,ESP,Hockey,1,1,1,1,1,1,1,1,1
2464,Jo Qesem Ayela Aleh,F,New Zealand,NZL,Sailing,2,2,2,2,2,2,2,2,2
2469,Virgilijus Alekna,M,Lithuania,LTU,Athletics,3,3,3,3,3,3,3,3,3
2473,Boris Viktorovich Aleksandrov,M,Soviet Union,URS,Ice Hockey,1,1,1,1,1,1,1,1,1
2483,Rumen Aleksandrov,M,Bulgaria,BUL,Weightlifting,1,1,1,1,1,1,1,1,1
2486,Veniamin Veniaminovich Aleksandrov,M,Soviet Union,URS,Ice Hockey,3,3,3,3,3,3,3,3,3
2487,Vladimir Petrovich Aleksandrov,M,Soviet Union-2,URS,Bobsleigh,1,1,1,1,1,1,1,1,1
2495,Larisa Aleksandrova-Popova,F,Soviet Union,URS,Rowing,2,2,2,2,2,2,2,2,2
2497,Artur Aleksanyan,M,Armenia,ARM,Wrestling,2,2,2,2,2,2,2,2,2
2511,Vasily Ivanovich Alekseyev,M,Soviet Union,URS,Weightlifting,2,2,2,2,2,2,2,2,2
2513,Galina Aleksandrovna Alekseyeva,F,Soviet Union,URS,Diving,1,1,1,1,1,1,1,1,1
2517,Milan Aleksi,M,Serbia,SRB,Water Polo,2,2,2,2,2,2,2,2,2
2546,Alessandra dos Santos de Oliveira,F,Brazil,BRA,Basketball,2,2,2,2,2,2,2,2,2
2552,Hugh Vincenzo Alessandroni,M,United States,USA,Fencing,1,0,0,1,1,1,1,1,1
2553,Karl Theophil Christian Aletter,M,Germany,GER,Rowing,1,1,0,1,1,1,1,1,1
2559,Alex Sandro Lobo Silva,M,Brazil,BRA,Football,1,1,1,1,1,1,1,1,1
2570,Gustav Bernhard Franck Alexander,M,Great Britain,GBR,Lacrosse,1,0,0,1,1,1,1,1,1
2575,Lisa Alexander,F,Canada,CAN,Synchronized Swimming,1,1,1,1,1,1,1,1,1
2576,Michael O'Donel Bjarne Alexander,M,Great Britain,GBR,Fencing,1,1,1,1,1,1,1,1,1
2583,Buffy-Lynne Alexander-Williams,F,Canada,CAN,Rowing,1,1,1,1,1,1,1,1,1
2589,Marc Robert Alexandre,M,France,FRA,Judo,2,2,2,2,2,2,2,2,2
2592,"Alexandre ""Alexandre Pato"" Rodrigues da Silva",M,Brazil,BRA,Football,2,2,2,2,2,2,2,2,2
2597,Constantin Alexandru,M,Romania,ROU,Wrestling,1,1,1,1,1,1,1,1,1
2599,Ion Alexe,M,Romania,ROU,Boxing,1,1,1,1,1,1,1,1,1
2607,Vladimir Petrovich Aleynik,M,Soviet Union,URS,Diving,2,2,2,2,2,2,2,2,2
2608,Yevgeny Vasilyevich Aleynikov,M,Russia,RUS,Shooting,1,1,1,1,1,1,1,1,1
2610,Abdoul Razak Issoufou Alfaga,M,Niger,NIG,Taekwondo,1,1,1,1,1,1,1,1,1
2619,Lidiya Nikolayevna Alfeyeva,F,Soviet Union,URS,Athletics,1,1,1,1,1,1,1,1,1
2629,Alfonso Prez Muoz,M,Spain,ESP,Football,1,1,1,1,1,1,1,1,1
2636,"Stephen Todd ""Steve"" Alford",M,United States,USA,Basketball,1,1,1,1,1,1,1,1,1
2638,Axel Alfredsson,M,Sweden,SWE,Football,1,0,0,1,1,1,1,1,1
2639,Hans Daniel Alfredsson,M,Sweden,SWE,Ice Hockey,2,2,2,2,2,2,2,2,2
2643,Max Ferdinand Alfthan,M,Heatherbell,FIN,Sailing,1,0,0,1,1,1,1,1,1
2648,"Zenny ""Algodo"" de Azevedo",M,Brazil,BRA,Basketball,2,2,2,2,2,2,2,2,2
2649,Ulf Hkan Gran Algotsson,M,Sweden,SWE,Ice Hockey,1,1,1,1,1,1,1,1,1
2651,Sara Anneli Algotsson Ostholt,F,Sweden,SWE,Equestrianism,1,1,1,1,1,1,1,1,1
2694,Nasir Ali,M,Pakistan,PAK,Hockey,1,1,1,1,1,1,1,1,1
2695,Nia Sifaatihii Ali,F,United States,USA,Athletics,1,1,1,1,1,1,1,1,1
2699,Shaukat Ali,M,India,IND,Hockey,1,0,0,1,1,1,1,1,1
2703,Syed Mushtaq Ali,M,India,IND,Hockey,1,1,1,1,1,1,1,1,1
2715,mile Ali Khan,M,France,FRA,Athletics,1,1,1,1,1,1,1,1,1
2722,Rahim Aliabadi,M,Iran,IRI,Wrestling,1,1,1,1,1,1,1,1,1
2723,Gaston Jules Louis Antoine Alibert,M,France,FRA,Fencing,2,0,0,2,2,2,2,2,2
2735,Sergey Gennadyevich Alifirenko,M,Russia,RUS,Shooting,2,2,2,2,2,2,2,2,2
2737,Vladimir Aleksandrovich Alikin,M,Soviet Union,URS,Biathlon,2,0,0,2,2,2,2,2,2
2739,Mirko Alilovi,M,Croatia,CRO,Handball,1,1,1,1,1,1,1,1,1
2750,Aline Pellegrino,F,Brazil,BRA,Football,1,1,1,1,1,1,1,1,1
2755,Aleksey Aleksandrovich Alipov,M,Russia,RUS,Shooting,2,2,2,2,2,2,2,2,2
2756,Georgios Aliprantis,M,Greece,GRE,Gymnastics,0,0,0,1,1,1,1,1,1
2758,Alison Conte Cerutti,M,Brazil-1,BRA,Beach Volleyball,2,2,2,2,2,2,2,2,2
2760,Deji Aliu,M,Nigeria,NGR,Athletics,1,1,1,1,1,1,1,1,1
2762,Margarita Sergeyevna Aliychuk,F,Russia,RUS,Rhythmic Gymnastics,1,1,1,1,1,1,1,1,1
2769,Kimia Alizadeh Zenoorin,F,Iran,IRI,Taekwondo,1,1,1,1,1,1,1,1,1
2785,Alphonse Allaert,M,Belgium,BEL,Archery,3,0,0,3,3,3,3,3,3
2786,Yuliya Yakunovna Allagulova,F,Unified Team,EUN,Short Track Speed Skating,1,1,1,1,1,1,1,1,1
2792,mile Allais,M,France,FRA,Alpine Skiing,1,1,1,1,1,1,1,1,1
2794,Mohamed Allalou,M,Algeria,ALG,Boxing,1,1,1,1,1,1,1,1,1
2798,Peter Frank Allam,M,Great Britain,GBR,Sailing,1,1,1,1,1,1,1,1,1
2799,Olivier Allamand,M,France,FRA,Freestyle Skiing,1,1,1,1,1,1,1,1,1
2800,Alister Millar Allan,M,Great Britain,GBR,Shooting,2,2,2,2,2,2,2,2,2
2829,Richard Louis Pierre Allemane,M,USFSA,FRA,Football,1,0,0,1,1,1,1,1,1
2832,"William Charles ""Bill"" Allen",M,United States,USA,Sailing,1,1,1,1,1,1,1,1,1
2833,John Chad Allen,M,United States,USA,Baseball,1,1,1,1,1,1,1,1,1
2849,"Katherine Jessie Jean ""Kate"" Allen (-Diechtler)",F,Austria,AUT,Triathlon,1,1,1,1,1,1,1,1,1
2850,"Kate Ruth ""Katie"" Allen",F,Australia,AUS,Hockey,1,1,1,1,1,1,1,1,1
2861,Nathon Allen,M,Jamaica,JAM,Athletics,1,1,0,1,1,1,1,1,1
2863,Walter Ray Allen,M,United States,USA,Basketball,1,1,1,1,1,1,1,1,1
2864,Richard James Allen,M,India,IND,Hockey,3,3,0,3,3,3,3,3,3
2869,"Scott Ethan ""Scotty"" Allen",M,United States,USA,Figure Skating,1,1,1,1,1,1,1,1,1
2871,"Terence de la Mesa ""Terry"" Allen",M,United States,USA,Polo,1,0,0,1,1,1,1,1,1
2874,Wyatt Allen,M,United States,USA,Rowing,2,2,2,2,2,2,2,2,2
2875,"Sandra Louise ""Sandy"" Allen-Lewis",F,Australia,AUS,Softball,3,3,3,3,3,3,3,3,3
2877,"Katherine Fiona ""Kate"" Allenby",F,Great Britain,GBR,Modern Pentathlon,1,1,1,1,1,1,1,1,1
2880,Arthur Allers,M,Heira II,NOR,Sailing,1,0,0,1,1,1,1,1,1
2882,Ejler Arild Emil Allert,M,Nykjbings paa Falster,DEN,Rowing,1,0,0,1,1,1,1,1,1
2892,Ade Franci Alleyne-Forte,M,Trinidad and Tobago,TTO,Athletics,1,1,1,1,1,1,1,1,1
2894,Derek Swithin Allhusen,M,Great Britain,GBR,Equestrianism,2,2,2,2,2,2,2,2,2
2909,"Ian Alistair ""Al"" Allison",M,Canada,CAN,Basketball,1,0,0,1,1,1,1,1,1
2915,"Edward Percival ""Percy"" Allman-Smith",M,Ireland-2,GBR,Hockey,1,0,0,1,1,1,1,1,1
2917,Antonio Allocchio,M,Italy,ITA,Fencing,1,0,0,1,1,1,1,1,1
2929,Lynne Marie Allsup (-Olson),F,United States,USA,Swimming,1,1,1,1,1,1,1,1,1
2930,Carmela Allucci,F,Italy,ITA,Water Polo,1,1,1,1,1,1,1,1,1
2942,Knut Emil Willehard Alm,M,Sweden,SWE,Athletics,1,1,1,1,1,1,1,1,1
2965,"sa Annelie Charlotte ""Lotta"" Almblad (-Lindefors)",F,Sweden,SWE,Ice Hockey,1,1,1,1,1,1,1,1,1
2987,Aleksandr Davletovich Almetov,M,Soviet Union,URS,Ice Hockey,2,2,2,2,2,2,2,2,2
2988,Matas Jess Almeyda,M,Argentina,ARG,Football,1,1,1,1,1,1,1,1,1
2989,"Gustav Adolf ""Gsta"" Almgren",M,Sweden,SWE,Fencing,1,0,0,1,1,1,1,1,1
2991,Almighty Voice,M,Mohawk Indians-2,CAN,Lacrosse,0,0,0,1,1,1,1,1,1
2996,Erland Herman Lison Almkvist,M,Tornado,SWE,Sailing,1,0,0,1,1,1,1,1,1
2998,Erik Albin Almlf,M,Sweden,SWE,Athletics,2,2,2,2,2,2,2,2,2
3006,Gte Augustin Almqvist,M,Sweden,SWE,Ice Hockey,1,0,0,1,1,1,1,1,1
3009,"Anders Percival ""Percy"" Almstedt",M,Elsie,SWE,Sailing,1,0,0,1,1,1,1,1,1
3011,Arvid Folke Alnevik (Andersson-),M,Sweden,SWE,Athletics,1,1,1,1,1,1,1,1,1
3012,Nicolas Alnoudji,M,Cameroon,CMR,Football,1,1,1,1,1,1,1,1,1
3017,Alosio Pires Alves,M,Brazil,BRA,Football,1,1,1,1,1,1,1,1,1
3029,Jessica Alonso Bernardo,F,Spain,ESP,Handball,1,1,1,1,1,1,1,1,1
3052,"Mikhail Surenovich ""Misha"" Aloyan",M,Russia,RUS,Boxing,1,1,1,1,1,1,1,1,1
3055,Glory Alozie Oluchi,F,Nigeria,NGR,Athletics,1,1,1,1,1,1,1,1,1
3069,Thomas Alsgaard (Alsgrd-),M,Norway,NOR,Cross Country Skiing,6,6,6,6,6,6,6,6,6
3070,Malin Therse Alshammar,F,Sweden,SWE,Swimming,3,3,3,3,3,3,3,3,3
3071,Andrey Igorevich Alshan,M,Soviet Union,URS,Fencing,1,1,1,1,1,1,1,1,1
3077,Ida Alstad,F,Norway,NOR,Handball,2,2,2,2,2,2,2,2,2
3080,Robert Alt,M,Switzerland-1,SUI,Bobsleigh,1,0,0,1,1,1,1,1,1
3093,Lutz Altepost,M,Germany,GER,Canoeing,1,1,1,1,1,1,1,1,1
3099,"Ingeburg ""Inge"" Althoff-Schwerzmann",F,Germany,GER,Rowing,1,1,1,1,1,1,1,1,1
3102,"Fernando ""Nando"" Altimani",M,Italy,ITA,Athletics,1,1,1,1,1,1,1,1,1
3108,Livia Altmann,F,Switzerland,SUI,Ice Hockey,1,1,1,1,1,1,1,1,1
3118,Jeannette Eleanor Altwegg (-Wirz),F,Great Britain,GBR,Figure Skating,2,0,0,2,2,2,2,2,2
3147,Cristin Andrs lvarez Valenzuela,M,Chile,CHI,Football,1,1,1,1,1,1,1,1,1
3150,"Eduardo C. ""Eddy"" Alvarez",M,United States,USA,Short Track Speed Skating,1,1,1,1,1,1,1,1,1
3165,Jos Mara lvarez de las Asturias Bohorques y Goyeneche,M,Spain,ESP,Equestrianism,1,0,0,1,1,1,1,1,1
3171,Jos Miguel lvarez Pozo,M,Cuba,CUB,Basketball,1,1,1,1,1,1,1,1,1
3174,Lzaro Jorge lvarez Estrada,M,Cuba,CUB,Boxing,2,2,2,2,2,2,2,2,2
3206,Yuri Alvear Orjuela,F,Colombia,COL,Judo,2,2,2,2,2,2,2,2,2
3214,Renzo Alver,M,Italy-2,ITA,Bobsleigh,2,2,2,2,2,2,2,2,2
3227,Thiago Soares Alves,M,Brazil,BRA,Volleyball,1,1,1,1,1,1,1,1,1
3231,Alessandro Alvisi,M,Italy,ITA,Equestrianism,2,0,0,2,2,2,2,2,2
3240,Mohamed Aly Reda,M,Egypt,EGY,Boxing,1,1,1,1,1,1,1,1,1
3245,Anatoly Nikolayevich Alyabyev,M,Soviet Union,URS,Biathlon,3,0,0,3,3,3,3,3,3
3248,Nikolay Aleksandrovich Alyokhin,M,Soviet Union,URS,Fencing,1,0,0,1,1,1,1,1,1
3249,Maksim Nikolayevich Alyoshin,M,Russia,RUS,Gymnastics,1,1,1,1,1,1,1,1,1
3251,Ivan Vladimirovich Alypov,M,Russia,RUS,Cross Country Skiing,1,1,1,1,1,1,1,1,1
3257,"Joseph ""Jos"" Alzin",M,Luxembourg,LUX,Weightlifting,1,0,1,1,1,1,1,1,1
3272,Mamood Amadu,M,Ghana,GHA,Football,1,0,0,1,1,1,1,1,1
3277,Charles Aman,M,Mound City Rowing Club-2,USA,Rowing,1,0,0,1,1,1,1,1,1
3281,Simona Amnar (-Tabr),F,Romania,ROU,Gymnastics,7,7,7,7,7,7,7,7,7
3285,Frank Amankwah,M,Ghana,GHA,Football,1,0,0,1,1,1,1,1,1
3289,Max Amann,M,Germany,GER,Water Polo,1,0,0,1,1,1,1,1,1
3295,Ingrda Amantova,F,Soviet Union,URS,Luge,1,1,1,1,1,1,1,1,1
3301,"Alexandre ""Amaral"" da Silva Mariano",M,Brazil,BRA,Football,1,1,1,1,1,1,1,1,1
3308,Catello Amarante,M,Italy,ITA,Rowing,1,1,1,1,1,1,1,1,1
3317,Prince Amartey,M,Ghana,GHA,Boxing,1,1,1,1,1,1,1,1,1
3319,Jaime Santiago Amat Durn,M,Spain,ESP,Hockey,1,1,1,1,1,1,1,1,1
3321,Jean-Pierre Bernard Andr Amat,M,France,FRA,Shooting,2,2,2,2,2,2,2,2,2
3322,Juan Amat Fontanals,M,Spain,ESP,Hockey,1,1,1,1,1,1,1,1,1
3323,Pedro Amat Fontanals,M,Spain,ESP,Hockey,1,1,1,1,1,1,1,1,1
3324,"Pablo ""Pol"" Amat Escud",M,Spain,ESP,Hockey,2,2,2,2,2,2,2,2,2
3325,Santiago Amat Cansino,M,Spain,ESP,Sailing,1,0,0,1,1,1,1,1,1
3329,Serena Bibiana Amato,F,Argentina,ARG,Sailing,1,1,1,1,1,1,1,1,1
3330,Amauri Ribeiro,M,Brazil,BRA,Volleyball,2,2,2,2,2,2,2,2,2
3331,Amaury Antnio Pasos,M,Brazil,BRA,Basketball,2,2,2,2,2,2,2,2,2
3332,Jos Emilio Amavisca Grate,M,Spain,ESP,Football,1,1,1,1,1,1,1,1,1
3335,Ivn Amaya Carazo,M,Spain,ESP,Football,1,1,1,1,1,1,1,1,1
3356,Amedeo Ambron,M,Italy,ITA,Water Polo,1,1,1,1,1,1,1,1,1
3361,"Efetobore ""Efe"" Ambrose Emuobo",M,Nigeria,NGR,Football,1,1,1,1,1,1,1,1,1
3362,Bianca Ambrosetti,F,Italy,ITA,Gymnastics,1,0,0,1,1,1,1,1,1
3363,Christie Ambrosi,F,United States,USA,Softball,1,1,1,1,1,1,1,1,1
3365,Ernesto Ambrosini,M,Italy,ITA,Athletics,1,0,0,1,1,1,1,1,1
3379,Mikls Ambrus,M,Hungary,HUN,Water Polo,1,1,1,1,1,1,1,1,1
3397,Karl-Robert Ameln,M,Ali-Baba II,SWE,Sailing,1,0,0,1,1,1,1,1,1
3398,Rolf-Dieter Amend,M,East Germany-1,GDR,Canoeing,1,1,1,1,1,1,1,1,1
3433,Sbastien Amiez,M,France,FRA,Alpine Skiing,1,1,1,1,1,1,1,1,1
3453,Slava Lvovich Amiragov,M,Soviet Union,URS,Rowing,1,0,0,1,1,1,1,1,1
3461,Salvatore Amitrano,M,Italy,ITA,Rowing,1,1,1,1,1,1,1,1,1
3466,"Joseph Brian ""Joe"" Amlong",M,United States,USA,Rowing,1,1,1,1,1,1,1,1,1
3467,"Thomas Kennedy ""Tom"" Amlong",M,United States,USA,Rowing,1,1,1,1,1,1,1,1,1
3472,Simon Ammann,M,Switzerland,SUI,Ski Jumping,4,4,4,4,4,4,4,4,4
3476,Max Heinrich Ammermann,M,Favorite Hammonia-3,GER,Rowing,1,0,0,1,1,1,1,1,1
3477,Otto Ammermann,M,West Germany,FRG,Equestrianism,1,1,1,1,1,1,1,1,1
3487,Daniel Owofin Amokachi,M,Nigeria,NGR,Football,1,1,1,1,1,1,1,1,1
3491,"Anthony Lewis ""Tony"" Amonte",M,United States,USA,Ice Hockey,1,1,1,1,1,1,1,1,1
3493,Edward John Amoore,M,Great Britain,GBR,Shooting,2,0,0,2,2,2,2,2,2
3494,"Judith Florence ""Judy"" Amoore-Pollock",F,Australia,AUS,Athletics,1,1,1,1,1,1,1,1,1
3507,Vanessa Amors Quiles,F,Spain,ESP,Handball,1,1,1,1,1,1,1,1,1
3512,Nijel Carlos Amilfitano Amos,M,Botswana,BOT,Athletics,1,1,1,1,1,1,1,1,1
3514,Zinaida Stepanovna Amosova (Shishkina-),F,Soviet Union,URS,Cross Country Skiing,1,1,0,1,1,1,1,1,1
3516,Gustave Joseph Amoudruz,M,Switzerland,SUI,Shooting,2,0,0,2,2,2,2,2,2
3519,Roman Amoyan,M,Armenia,ARM,Wrestling,1,1,1,1,1,1,1,1,1
3522,Edgar Montague Amphlett,M,Great Britain,GBR,Fencing,1,0,0,1,1,1,1,1,1
3525,Uwe Ampler,M,East Germany,GDR,Cycling,1,1,1,1,1,1,1,1,1
3536,Franz Albert Amrhein,M,Frankfurt Club,GER,Rugby,1,0,0,1,1,1,1,1,1
3537,Marwa Al-Amri,F,Tunisia,TUN,Wrestling,1,1,1,1,1,1,1,1,1
3544,Gaston Marcel Amson,M,France,FRA,Fencing,3,0,0,3,3,3,3,3,3
3552,Gail Amundrud (-Beattie),F,Canada,CAN,Swimming,1,1,1,1,1,1,1,1,1
3554,Arthur Martinius Amundsen,M,Norway,NOR,Gymnastics,2,0,0,2,2,2,2,2,2
3557,Steinar Amundsen,M,Norway,NOR,Canoeing,2,2,2,2,2,2,2,2,2
3559,Emmanuel Amunike,M,Nigeria,NGR,Football,1,1,1,1,1,1,1,1,1
3561,Stanley Amuzie,M,Nigeria,NGR,Football,1,1,1,1,1,1,1,1,1
3563,"Francis ""Frank"" Amyot",M,Canada,CAN,Canoeing,1,1,1,1,1,1,1,1,1
3566,An Ba-Ul,M,South Korea,KOR,Judo,1,1,1,1,1,1,1,1,1
3567,An Byeong-Geun,M,South Korea,KOR,Judo,1,1,1,1,1,1,1,1,1
3574,An Dae-Hyeon,M,South Korea,KOR,Wrestling,1,1,1,1,1,1,1,1,1
3581,An Han-Bong,M,South Korea,KOR,Wrestling,1,1,1,1,1,1,1,1,1
3585,An Jae-Hyeong,M,South Korea-2,KOR,Table Tennis,1,1,1,1,1,1,1,1,1
3589,An Jeong-Hwa,F,South Korea,KOR,Handball,1,1,1,1,1,1,1,1,1
3593,An Kum-Ae,F,North Korea,PRK,Judo,2,2,2,2,2,2,2,2,2
3595,An Sang-Mi,F,South Korea,KOR,Short Track Speed Skating,1,1,1,1,1,1,1,1,1
3604,Viktor An,M,Russia,RUS,Short Track Speed Skating,4,4,4,4,4,4,4,4,4
3604,Viktor An,M,South Korea,KOR,Short Track Speed Skating,4,4,4,4,4,4,4,4,4
3608,An Yeong-Su,M,South Korea,KOR,Boxing,1,1,1,1,1,1,1,1,1
3610,An Yulong,M,China,CHN,Short Track Speed Skating,3,3,3,3,3,3,3,3,3
3611,An Zhongxin,F,China,CHN,Softball,1,1,1,1,1,1,1,1,1
3612,Ana Flvia Chritaro Daniel Sanglard,F,Brazil,BRA,Volleyball,1,1,1,1,1,1,1,1,1
3615,Ana Paula Rodrigues Connelly (-Rodrigues Henkel),F,Brazil,BRA,Volleyball,1,1,1,1,1,1,1,1,1
3626,"Douglas Thomas ""Doug"" Anakin",M,Canada-1,CAN,Bobsleigh,1,0,0,1,1,1,1,1,1
3632,Borislav Ananiev,M,Bulgaria,BUL,Canoeing,1,1,1,1,1,1,1,1,1
3635,Tatyana Vasilyevna Ananko,F,Belarus,BLR,Rhythmic Gymnastics,1,1,1,1,1,1,1,1,1
3643,Flavio Anastasia,M,Italy,ITA,Cycling,1,1,1,1,1,1,1,1,1
3652,Svetlana Anastasovski-Obuina,F,Yugoslavia,YUG,Handball,2,2,2,2,2,2,2,2,2
3659,Mario Ani,M,Croatia,CRO,Tennis,1,1,1,1,1,1,1,1,1
3661,"Julius Theodoor ""Jules"" Ancion",M,Netherlands,NED,Hockey,1,0,0,1,1,1,1,1,1
3662,Zygmunt Jzef Anczok,M,Poland,POL,Football,1,1,1,1,1,1,1,1,1
3672,milie Andol,F,France,FRA,Judo,1,1,1,1,1,1,1,1,1
3673,Olle Henrik Martin Anderberg,M,Sweden,SWE,Wrestling,2,0,0,2,2,2,2,2,2
3676,"Stefan ""Steve"" Anderhub",M,Switzerland-1,SUI,Bobsleigh,1,1,1,1,1,1,1,1,1
3681,"Elizabeth Rambo ""Beth"" Anders",F,United States,USA,Hockey,1,1,1,1,1,1,1,1,1
3684,Aage Jrgen Christian Andersen,M,Denmark,DEN,Football,1,0,0,1,1,1,1,1,1
3686,Alf Steen Andersen,M,Norway,NOR,Ski Jumping,1,0,0,1,1,1,1,1,1
3687,Anders Peter Andersen,M,Denmark,DEN,Wrestling,1,0,1,1,1,1,1,1,1
3690,Anja Jul Andersen,F,Denmark,DEN,Handball,1,1,0,1,1,1,1,1,1
3691,Anne Dsane Andersen,F,Denmark,DEN,Rowing,1,1,1,1,1,1,1,1,1
3692,Anne Nymark Andersen (-Rylandsholm),F,Norway,NOR,Football,1,1,1,1,1,1,1,1,1
3696,Axel Sigurd Andersen,M,Denmark,DEN,Gymnastics,1,0,0,1,1,1,1,1,1
3701,Camilla Rseler Andersen,F,Denmark,DEN,Handball,2,2,2,2,2,2,2,2,2
3702,Carl Andersen,M,Denmark,DEN,Gymnastics,1,0,0,1,1,1,1,1,1
3703,Carl Albert Andersen,M,Norway,NOR,Athletics,1,0,0,1,1,1,1,1,1
