ID,Name,Sex,Team,NOC,Sport,Age,Height,Weight,Games,Year,Season,City,Event,Medal
89368,Olga Orban-Szabo (Orbn-Szab),F,Romania,ROU,Fencing,3,3,3,3,3,3,3,3,3
89373,Simon Orchard,M,Australia,AUS,Hockey,1,1,1,1,1,1,1,1,1
89374,William G. J. Orchardson,M,Scotland-3,GBR,Hockey,0,0,0,1,1,1,1,1,1
89382,Bjart Ording,M,Norway,NOR,Equestrianism,1,0,0,1,1,1,1,1,1
89395,Henri Jean Oreiller,M,France,FRA,Alpine Skiing,3,0,0,3,3,3,3,3,3
89405,"Maria Johanna Martina ""Miriam"" Oremans (-Vermeer)",F,Netherlands,NED,Tennis,1,1,1,1,1,1,1,1,1
89416,Georgios D. Orfanidis,M,Greece,GRE,Shooting,0,0,0,3,3,3,3,3,3
89444,Carlo Orlandi,M,Italy,ITA,Boxing,1,0,0,1,1,1,1,1,1
89447,Vittorio Orlandi,M,Italy,ITA,Equestrianism,1,1,1,1,1,1,1,1,1
89449,Rodolfo Orlando Orlandini,M,Argentina,ARG,Football,1,0,0,1,1,1,1,1,1
89461,Nikolay Orlov,M,Russia,RUS,Wrestling,0,0,0,1,1,1,1,1,1
89462,Vladimir Aleksandrovich Orlov,M,Soviet Union,URS,Speed Skating,1,1,1,1,1,1,1,1,1
89466,Agafia Orlov-Buhaev-Constantin,F,Romania,ROU,Canoeing,1,1,1,1,1,1,1,1,1
89476,Bernard Pawe Ormanowski,M,Poland,POL,Rowing,1,1,1,1,1,1,1,1,1
89477,Luis Patricio Ormazbal Mozo,M,Chile,CHI,Football,1,1,1,1,1,1,1,1,1
89483,Mark Sebastian Clive Ormrod,M,Australia,AUS,Athletics,1,1,1,1,1,1,1,1,1
89488,Mikael Gustaf rn,M,Sweden,SWE,Swimming,1,1,1,1,1,1,1,1,1
89492,Bror Karl Stefan rnskog,M,Sweden,SWE,Ice Hockey,1,1,1,1,1,1,1,1,1
89496,"Corneliu ""Cornel"" Oros",M,Romania,ROU,Volleyball,1,1,1,1,1,1,1,1,1
89497,Rozalia Oros (-Husti/-Huszti),F,Romania,ROU,Fencing,1,1,1,1,1,1,1,1,1
89503,Pl Orosz,M,Hungary,HUN,Football,1,1,1,1,1,1,1,1,1
89505,Alejandra Orozco Loza,F,Mexico,MEX,Diving,1,1,1,1,1,1,1,1,1
89515,Richard Brooks Orpik,M,United States,USA,Ice Hockey,1,1,1,1,1,1,1,1,1
89522,"Victoria Elaine ""Vickie"" Orr (-Wiley)",F,United States,USA,Basketball,1,1,1,1,1,1,1,1,1
89531,Brian Ernest Orser,M,Canada,CAN,Figure Skating,2,2,2,2,2,2,2,2,2
89533,Raimundo Bibiani Orsi,M,Argentina,ARG,Football,1,1,1,1,1,1,1,1,1
89543,Antonio Carlos Ortega Prez,M,Spain,ESP,Handball,1,1,1,1,1,1,1,1,1
89544,Ariel Arnaldo Ortega,M,Argentina,ARG,Football,1,1,1,1,1,1,1,1,1
89553,Orlando Ortega Alejo,M,Spain,ESP,Athletics,1,1,1,1,1,1,1,1,1
89559,Ruben Julius Israel rtegren,M,Sweden,SWE,Shooting,1,0,0,1,1,1,1,1,1
89564,"William Robert ""Bill"" Orthwein",M,Missouri Athletic Club-3,USA,Swimming,1,0,0,1,1,1,1,1,1
89564,"William Robert ""Bill"" Orthwein",M,Missouri Athletic Club-3,USA,Water Polo,1,0,0,1,1,1,1,1,1
89580,Fidel Ortz Tovar,M,Mexico,MEX,Boxing,1,0,0,1,1,1,1,1,1
89582,Idalys Ortz Bocourt,F,Cuba,CUB,Judo,3,3,3,3,3,3,3,3,3
89583,Ignacio Ortz,M,Argentina,ARG,Hockey,1,1,1,1,1,1,1,1,1
89593,Luis Ortz Flores,M,Puerto Rico,PUR,Boxing,1,1,1,1,1,1,1,1,1
89599,"Matilde ""Mati"" Ortz Reyes",F,Spain,ESP,Water Polo,1,1,1,1,1,1,1,1,1
89610,Tania Ortz Calvo,F,Cuba,CUB,Volleyball,1,0,0,1,1,1,1,1,1
89611,Tatiana Ortz Galicia,F,Mexico,MEX,Diving,1,1,1,1,1,1,1,1,1
89614,Yaima Ortz Charro,F,Cuba,CUB,Volleyball,1,1,1,1,1,1,1,1,1
89619,Patrick Ortlieb,M,Austria,AUT,Alpine Skiing,1,1,1,1,1,1,1,1,1
89620,Gnther Ortmann,M,Germany,GER,Handball,1,0,0,1,1,1,1,1,1
89626,George Washington F. Orton,M,Canada,CAN,Athletics,2,2,2,2,2,2,2,2,2
89632,Rstm Orucov,M,Azerbaijan,AZE,Judo,1,1,1,1,1,1,1,1,1
89633,Vugar Narimanovich Orudzhov,M,Unified Team,EUN,Wrestling,1,1,1,1,1,1,1,1,1
89634,Wilson Oruma,M,Nigeria,NGR,Football,1,1,1,1,1,1,1,1,1
89636,Selin Oruz,F,Germany,GER,Hockey,1,1,1,1,1,1,1,1,1
89637,Timur Oruz,M,Germany,GER,Hockey,1,1,1,1,1,1,1,1,1
89638,Bernice Jane Orwig,F,United States,USA,Water Polo,1,1,1,1,1,1,1,1,1
89650,Dion Erhardt rnvold,M,Denmark,DEN,Football,1,0,0,1,1,1,1,1,1
89651,Hans-Henrik rsted,M,Denmark,DEN,Cycling,1,1,1,1,1,1,1,1,1
89652,Erik rvig,M,Heira II,NOR,Sailing,1,0,0,1,1,1,1,1,1
89653,Olaf rvig,M,Heira II,NOR,Sailing,1,1,0,1,1,1,1,1,1
89654,Thor rvig,M,Heira II,NOR,Sailing,1,1,0,1,1,1,1,1,1
89655,Timothy Leo O'Shannessey,M,Australia,AUS,Cycling,1,1,1,1,1,1,1,1,1
89658,"Daniel Patrick ""Danny"" O'Shea",M,Canada,CAN,Ice Hockey,1,1,1,1,1,1,1,1,1
89659,Glenn O'Shea,M,Australia,AUS,Cycling,1,1,1,1,1,1,1,1,1
89663,Shyril O'Steen,F,United States,USA,Rowing,1,1,1,1,1,1,1,1,1
89666,"Rachel Kealaonapua ""Keala"" O'Sullivan (-Watson)",F,United States,USA,Diving,1,1,1,1,1,1,1,1,1
89670,Shawn O'Sullivan,M,Canada,CAN,Boxing,1,1,1,1,1,1,1,1,1
89671,Sonia O'Sullivan,F,Ireland,IRL,Athletics,1,1,1,1,1,1,1,1,1
89675,Liliya Semenivna Osadcha,F,Soviet Union,URS,Volleyball,1,1,1,1,1,1,1,1,1
89681,Yoshihiko Osaki,M,Japan,JPN,Swimming,2,2,2,2,2,2,2,2,2
89683,Akinobu Osako,M,Japan,JPN,Judo,1,1,1,1,1,1,1,1,1
89694,"Oludamola Bolanle ""Damola"" Osayomi",F,Nigeria,NGR,Athletics,1,1,1,1,1,1,1,1,1
89695,Agnes Osazuwa (-Olatunji),F,Nigeria,NGR,Athletics,1,1,1,1,1,1,1,1,1
89697,Harold Marion Osborn (Osborne-),M,United States,USA,Athletics,2,2,2,2,2,2,2,2,2
89698,John Osborn,M,Great Britain,GBR,Sailing,1,1,1,1,1,1,1,1,1
89706,Carl Townsend Osburn,M,United States,USA,Shooting,11,11,0,11,11,11,11,11,11
89707,Ruth Irene Osburn,F,United States,USA,Athletics,1,1,1,1,1,1,1,1,1
89709,Oscar dos Santos Emboaba Jnior,M,Brazil,BRA,Football,1,1,1,1,1,1,1,1,1
89712,Markus Tobias Oscarsson,M,Sweden,SWE,Canoeing,2,2,2,2,2,2,2,2,2
89728,"Martinus Bernardus ""Tinus"" Osendarp",M,Netherlands,NED,Athletics,2,2,2,2,2,2,2,2,2
89730,Ann Osgerby,F,Great Britain,GBR,Swimming,1,1,1,1,1,1,1,1,1
89733,Stepan Mikhaylovich Oshchepkov,M,Soviet Union,URS,Canoeing,1,1,1,1,1,1,1,1,1
89739,Kenkichi Oshima,M,Japan,JPN,Athletics,1,1,1,1,1,1,1,1,1
89740,Koichi Oshima,M,Japan,JPN,Baseball,1,1,1,1,1,1,1,1,1
89754,Ellen Ottilia Osiier (Thomsen-),F,Denmark,DEN,Fencing,1,1,0,1,1,1,1,1,1
89755,Ivan Joseph Martin Osiier,M,Denmark,DEN,Fencing,1,1,0,1,1,1,1,1,1
89762,Leonid Mikhaylovich Osipov,M,Soviet Union,URS,Water Polo,3,3,3,3,3,3,3,3,3
89764,Irina Viktorovna Osipova (-Minayeva),F,Russia,RUS,Basketball,2,2,2,2,2,2,2,2,2
89765,Albina Lucy Charlotte Osipowich (-Van Aken),F,United States,USA,Swimming,2,0,0,2,2,2,2,2,2
89766,Guntis Osis,M,Soviet Union-2,URS,Bobsleigh,1,1,1,1,1,1,1,1,1
89786,Kanybek Osmonaliyevich Osmonaliyev,M,Soviet Union,URS,Weightlifting,1,1,1,1,1,1,1,1,1
89787,Kaetlyn Osmond,F,Canada,CAN,Figure Skating,1,1,1,1,1,1,1,1,1
89790,Vladimir Yuryevich Osokin,M,Soviet Union,URS,Cycling,2,2,2,2,2,2,2,2,2
89805,"Arnold Carl ""Arnie"" Oss, Jr.",M,United States,USA,Ice Hockey,1,0,0,1,1,1,1,1,1
89811,Rainer Osselmann,M,West Germany,FRG,Water Polo,1,1,1,1,1,1,1,1,1
89815,Alfred Ost,M,Belgium,BEL,Art Competitions,1,0,0,1,1,1,1,1,1
89818,Marian Wiesaw Ostafiski,M,Poland,POL,Football,1,1,1,1,1,1,1,1,1
89819,Nadezhda Nikolayevna Ostapchuk,F,Belarus,BLR,Athletics,1,1,1,1,1,1,1,1,1
89822,Aleksey Aleksandrovich Ostapenko,M,Russia,RUS,Volleyball,1,1,1,1,1,1,1,1,1
89829,Johannes Franciskus Osten,M,Netherlands,NED,Fencing,1,0,0,1,1,1,1,1,1
89830,Nils Holger stensson,M,Sweden,SWE,Cross Country Skiing,2,0,0,2,2,2,2,2,2
89841,"Catherine Leigh ""Cat"" Osterman",F,United States,USA,Softball,2,2,2,2,2,2,2,2,2
89843,Micheline O. M. Ostermeyer (-Ghazarian),F,France,FRA,Athletics,3,3,3,3,3,3,3,3,3
89847,Oscar Paul Osthoff,M,United States,USA,Weightlifting,2,0,0,2,2,2,2,2,2
89849,Frank Ostholt,M,Germany,GER,Equestrianism,1,1,1,1,1,1,1,1,1
89852,"Andreas ""Anderl"" Ostler",M,Germany,GER,Bobsleigh,1,0,0,1,1,1,1,1,1
89852,"Andreas ""Anderl"" Ostler",M,Germany-1,GER,Bobsleigh,1,0,0,1,1,1,1,1,1
89863,Stanisaw Ostoja-Chrostowski,M,Poland,POL,Art Competitions,1,0,0,1,1,1,1,1,1
89869,Per-Olof strand,M,Sweden,SWE,Swimming,1,0,0,1,1,1,1,1,1
89872,Krystyna Ostromcka-Guryn,F,Poland,POL,Volleyball,1,1,1,1,1,1,1,1,1
89889,Denis Oswald,M,Switzerland,SUI,Rowing,1,1,1,1,1,1,1,1,1
89892,Roy Edward Oswalt,M,United States,USA,Baseball,1,1,1,1,1,1,1,1,1
89893,Simone Osygus (-Brune),F,Germany,GER,Swimming,4,4,4,4,4,4,4,4,4
89894,Inna Volodymyrivna Osypenko-Radomska,F,Azerbaijan,AZE,Canoeing,1,1,1,1,1,1,1,1,1
89894,Inna Volodymyrivna Osypenko-Radomska,F,Ukraine,UKR,Canoeing,4,4,4,4,4,4,4,4,4
89895,Istvn Osztrics,M,Hungary,HUN,Fencing,1,1,1,1,1,1,1,1,1
89896,Ingvild Flugstad stberg,F,Norway,NOR,Cross Country Skiing,2,2,0,2,2,2,2,2,2
89898,Einar stby,M,Norway,NOR,Cross Country Skiing,1,0,0,1,1,1,1,1,1
89899,Knut stby,M,Norway,NOR,Canoeing,1,0,0,1,1,1,1,1,1
89902,sten stensen,M,Norway,NOR,Shooting,5,0,0,5,5,5,5,5,5
89909,Henrik Olsen stervold (Austevold-),M,Atlanta,NOR,Sailing,1,1,0,1,1,1,1,1,1
89910,Jan Olsen stervold (Austevold-),M,Atlanta,NOR,Sailing,1,1,0,1,1,1,1,1,1
89911,Kristian (-Christian) Johan stervold (Austevold-),M,Atlanta,NOR,Sailing,1,0,0,1,1,1,1,1,1
89912,Ole Olai Olsen stervold (Austevold-),M,Atlanta,NOR,Sailing,1,0,0,1,1,1,1,1,1
89913,Ole stmo,M,Norway,NOR,Shooting,4,0,0,4,4,4,4,4,4
89920,"Maureen ""Mo"" O'Toole (Mendoza-)",F,United States,USA,Water Polo,1,1,1,1,1,1,1,1,1
89922,Akira Ota,M,Japan,JPN,Wrestling,2,2,2,2,2,2,2,2,2
89927,Shinobu Ota,M,Japan,JPN,Wrestling,1,1,1,1,1,1,1,1,1
89929,Takuya Ota,M,Japan,JPN,Wrestling,1,1,1,1,1,1,1,1,1
89932,Yuki Ota,M,Japan,JPN,Fencing,2,2,2,2,2,2,2,2,2
89944,Sachiko Otani,F,Japan,JPN,Volleyball,1,1,1,1,1,1,1,1,1
89945,Dzhamal Sultanovich Otarsultanov,M,Russia,RUS,Wrestling,1,1,1,1,1,1,1,1,1
89951,Luis Otero Snchez-Encinas,M,Spain,ESP,Football,1,0,0,1,1,1,1,1,1
89968,Ai Otomo-Yamamoto,F,Japan,JPN,Volleyball,1,1,1,1,1,1,1,1,1
89970,Otryadyn Gndegmaa,F,Mongolia,MGL,Shooting,1,1,1,1,1,1,1,1,1
89971,Svetla Khristova Otsetova,F,Bulgaria,BUL,Rowing,1,1,1,1,1,1,1,1,1
89987,Kurt Ott,M,Switzerland,SUI,Cycling,1,0,0,1,1,1,1,1,1
89990,Mirjam Ott,F,Switzerland,SUI,Curling,2,2,2,2,2,2,2,2,2
89991,"Nikolaus ""Niko"" Ott",M,West Germany,FRG,Rowing,1,1,1,1,1,1,1,1,1
89992,Patricia Ott (-Stelter),F,West Germany,FRG,Hockey,1,1,1,1,1,1,1,1,1
89995,Katharina Otte,F,Germany,GER,Hockey,1,1,1,1,1,1,1,1,1
89997,"Louis ""Lou"" Otten",M,Netherlands,NED,Football,1,0,0,1,1,1,1,1,1
89998,Anne Ottenbrite (-Muylaert),F,Canada,CAN,Swimming,3,3,3,3,3,3,3,3,3
90003,Lasse Ingier Ottesen,M,Norway,NOR,Ski Jumping,1,1,1,1,1,1,1,1,1
90004,Jeanette Ottesen Gray,F,Denmark,DEN,Swimming,1,1,1,1,1,1,1,1,1
90007,Merlene Joyce Ottey-Page,F,Jamaica,JAM,Athletics,9,9,9,9,9,9,9,9,9
90010,"David Charles ""Dave"" Ottley",M,Great Britain,GBR,Athletics,1,1,1,1,1,1,1,1,1
90013,Bjrn Otto,M,Germany,GER,Athletics,1,1,1,1,1,1,1,1,1
90015,Frank Markus Otto,M,West Germany,FRG,Water Polo,1,1,1,1,1,1,1,1,1
90020,Kristin Otto,F,East Germany,GDR,Swimming,6,6,6,6,6,6,6,6,6
90021,Louise Otto (-Sander),F,Germany,GER,Swimming,1,0,0,1,1,1,1,1,1
90024,Sylke Otto,F,Germany,GER,Luge,2,2,2,2,2,2,2,2,2
90025,Werner Otto,M,East Germany,GDR,Cycling,1,1,1,1,1,1,1,1,1
90027,Margit Otto-Crpin,F,France,FRA,Equestrianism,1,1,1,1,1,1,1,1,1
90031,Anna Helene Ottosson (-Blixth),F,Sweden,SWE,Alpine Skiing,1,1,1,1,1,1,1,1,1
90032,Jan Bo Otto Ottosson,M,Sweden,SWE,Cross Country Skiing,2,2,2,2,2,2,2,2,2
90034,Eddy Jean Paul Ottoz (Dimichelis-),M,Italy,ITA,Athletics,1,1,1,1,1,1,1,1,1
90038,Christina Brregaard Otzen,F,Denmark,DEN,Sailing,1,1,1,1,1,1,1,1,1
90042,Ou Jingbai,F,China,CHN,Softball,1,1,1,1,1,1,1,1,1
90071,"Jacob ""Jaap"" Oudkerk",M,Netherlands,NED,Cycling,1,1,1,1,1,1,1,1,1
90076,lodie Oudraogo,F,Belgium,BEL,Athletics,1,1,1,1,1,1,1,1,1
90081,Caroline Ouellette,F,Canada,CAN,Ice Hockey,4,4,4,4,4,4,4,4,4
90082,"Joseph Raymond Gerald ""Gerry"" Ouellette",M,Canada,CAN,Shooting,1,1,1,1,1,1,1,1,1
90085,Oussama Al-Oueslati,M,Tunisia,TUN,Taekwondo,1,1,1,1,1,1,1,1,1
90086,Wayne Daniel Ough,M,Australia,AUS,Baseball,1,1,1,1,1,1,1,1,1
90101,Robert Ouko,M,Kenya,KEN,Athletics,1,1,1,1,1,1,1,1,1
90122,Sofiane Oumiha,M,France,FRA,Boxing,1,1,1,1,1,1,1,1,1
90133,Sarah Ourahmoune,F,France,FRA,Boxing,1,1,1,1,1,1,1,1,1
90143,Sarah Anne Outhwaite-Tait,F,Australia,AUS,Rowing,1,1,1,1,1,1,1,1,1
90144,Nathan Outteridge,M,Australia,AUS,Sailing,2,2,2,2,2,2,2,2,2
90156,Olena Anatolivna Ovcharova-Krasovska,F,Ukraine,UKR,Athletics,1,1,1,1,1,1,1,1,1
90160,Yelena Valeryevna Ovchinnikova,F,Russia,RUS,Synchronized Swimming,1,1,1,1,1,1,1,1,1
90162,Jelena Ovchinnikova-ebukina,F,Soviet Union,URS,Volleyball,1,1,1,1,1,1,1,1,1
90162,Jelena Ovchinnikova-ebukina,F,Unified Team,EUN,Volleyball,1,1,1,1,1,1,1,1,1
90165,Nadezhda Ovechkina,F,Soviet Union,URS,Hockey,1,1,1,1,1,1,1,1,1
90166,Tatyana Nikolayevna Ovechkina (Kabayeva-),F,Soviet Union,URS,Basketball,2,2,2,2,2,2,2,2,2
90170,Carla Overbeck (Werden-),F,United States,USA,Football,1,1,1,1,1,1,1,1,1
90176,Bettina Overesch-Bker-Hoy,F,West Germany,FRG,Equestrianism,1,1,1,1,1,1,1,1,1
90178,Knud Brge Overgaard,M,Denmark,DEN,Football,1,0,0,1,1,1,1,1,1
90179,Emily Overholt,F,Canada,CAN,Swimming,1,1,1,1,1,1,1,1,1
90180,Amanda Overland,F,Canada,CAN,Short Track Speed Skating,1,1,1,1,1,1,1,1,1
90182,Kevin Clifford James Overland (-Crockett),M,Canada,CAN,Speed Skating,1,1,1,1,1,1,1,1,1
90185,"Maria Petronella ""Puck"" Oversloot (-Schouten)",F,Netherlands,NED,Swimming,1,1,0,1,1,1,1,1,1
90192,"Stephen Michael John ""Steve"" Ovett",M,Great Britain,GBR,Athletics,2,2,2,2,2,2,2,2,2
90201,Oleg Vladimirovich Ovsyannikov,M,Russia-2,RUS,Figure Skating,1,1,1,1,1,1,1,1,1
90202,Dimitrij Ovtcharov,M,Germany,GER,Table Tennis,4,4,4,4,4,4,4,4,4
90211,"Edwyn Robert ""Bob"" Owen",M,United States,USA,Ice Hockey,1,1,1,1,1,1,1,1,1
90212,"Edward ""Eddie"" Owen",M,Great Britain,GBR,Athletics,2,2,2,2,2,2,2,2,2
90226,"James Cleveland ""Jesse"" Owens",M,United States,USA,Athletics,4,4,4,4,4,4,4,4,4
90241,Lily Isabelle Owsley,F,Great Britain,GBR,Hockey,1,1,1,1,1,1,1,1,1
90251,Johan Gabriel Oxenstierna af Korsholm och Wasa,M,Sweden,SWE,Modern Pentathlon,1,0,0,1,1,1,1,1,1
90252,Tom Erik Oxholm,M,Norway,NOR,Speed Skating,2,2,2,2,2,2,2,2,2
90257,Chris Andrew Oxspring,M,Australia,AUS,Baseball,1,1,1,1,1,1,1,1,1
90262,"Yoshinobu ""Yoshi"" Oyakawa",M,United States,USA,Swimming,1,1,1,1,1,1,1,1,1
90276,Tsutomi Oyokota,M,Japan,JPN,Swimming,1,0,0,1,1,1,1,1,1
90284,Mehmet zal,M,Turkey,TUR,Wrestling,1,1,1,1,1,1,1,1,1
90305,Sanja Oegovi (-Gobac),F,Yugoslavia,YUG,Basketball,1,1,1,1,1,1,1,1,1
90310,Yury Viktorovich Ozerov,M,Soviet Union,URS,Basketball,2,0,0,2,2,2,2,2,2
90311,Czars Ozers,M,Soviet Union,URS,Basketball,1,1,1,1,1,1,1,1,1
90317,Norbert Wojciech Ozimek,M,Poland,POL,Weightlifting,2,2,2,2,2,2,2,2,2
90322,Hseyin zkan (Bisultanov-),M,Turkey,TUR,Judo,1,1,1,1,1,1,1,1,1
90324,Sibel zkan,F,Turkey,TUR,Weightlifting,1,1,1,1,1,1,1,1,1
90331,Edvin Sigizmundovich Ozolin,M,Soviet Union,URS,Athletics,1,1,1,1,1,1,1,1,1
90333,Elvra Ozolia (-Lse),F,Soviet Union,URS,Athletics,1,1,1,1,1,1,1,1,1
90340,Dainis Ozols,M,Latvia,LAT,Cycling,1,1,1,1,1,1,1,1,1
90348,Andrs Ozsvr,M,Hungary,HUN,Judo,1,1,1,1,1,1,1,1,1
90371,Kalle Kustaa Paasia,M,Finland,FIN,Gymnastics,1,0,0,1,1,1,1,1,1
90376,"Rodney Earland ""Rod"" Paavola",M,United States,USA,Ice Hockey,1,1,1,1,1,1,1,1,1
90382,Erin Pac (-Blumert),F,United States-2,USA,Bobsleigh,1,1,1,1,1,1,1,1,1
90389,Darrell Owen Pace,M,United States,USA,Archery,3,3,3,3,3,3,3,3,3
90400,Antonio Pacenza,M,Argentina,ARG,Boxing,1,0,0,1,1,1,1,1,1
90401,Tomas Pasas,M,Lithuania,LTU,Basketball,1,1,1,1,1,1,1,1,1
90407,Robert Pache,M,Switzerland,SUI,Football,1,0,0,1,1,1,1,1,1
90409,Antonio Pacheco Mass,M,Cuba,CUB,Baseball,3,3,3,3,3,3,3,3,3
90420,Nilton Pacheco de Oliveira,M,Brazil,BRA,Basketball,1,1,1,1,1,1,1,1,1
90442,Joe Pack,M,United States,USA,Freestyle Skiing,1,1,1,1,1,1,1,1,1
90447,Jake Packard,M,Australia,AUS,Swimming,1,1,1,1,1,1,1,1,1
90448,"Jan Joseph ""Joep"" Packbiers",M,Netherlands,NED,Archery,1,0,0,1,1,1,1,1,1
90449,Ann Elizabeth Packer (-Brightwell),F,Great Britain,GBR,Athletics,2,2,2,2,2,2,2,2,2
90453,Charles Bnoni Louis Pacme,M,France,FRA,Wrestling,2,0,0,2,2,2,2,2,2
90454,Mrta Pacsai-Megyeri,F,Hungary,HUN,Handball,1,1,1,1,1,1,1,1,1
90462,Ildik Pdr,F,Hungary,HUN,Handball,2,2,2,2,2,2,2,2,2
90466,"Charles William ""Charley"" Paddock",M,United States,USA,Athletics,4,4,4,4,4,4,4,4,4
90469,Nataliya Fyodorovna Paderina (Akhmertdinova-),F,Russia,RUS,Shooting,1,1,1,1,1,1,1,1,1
90471,Willi Padge,M,Germany,GER,Rowing,1,1,1,1,1,1,1,1,1
90474,Walter Gell Padgett,M,Great Britain,GBR,Shooting,0,0,0,1,1,1,1,1,1
90484,Enrique Padilla,M,Argentina,ARG,Polo,1,0,0,1,1,1,1,1,1
90491,Juan Padilla Alfonso,M,Cuba,CUB,Baseball,2,2,2,2,2,2,2,2,2
90496,"Henri Padou, Jr.",M,France,FRA,Swimming,1,0,0,1,1,1,1,1,1
90497,"Henri Antoine Padou, Sr.",M,France,FRA,Water Polo,2,0,0,2,2,2,2,2,2
90506,Maria Pdurariu,F,Romania,ROU,Rowing,1,0,0,1,1,1,1,1,1
90509,Pae Gil-Su,M,North Korea,PRK,Gymnastics,1,1,1,1,1,1,1,1,1
90512,Paek Myong-Suk,F,North Korea,PRK,Volleyball,1,1,1,1,1,1,1,1,1
90513,Jrgen Paeke,M,East Germany,GDR,Gymnastics,1,1,1,1,1,1,1,1,1
90514,Ren Paenhuijsen,M,Belgium,BEL,Gymnastics,0,0,0,1,1,1,1,1,1
90517,Fernando Antnio Cerqueira da Silva Paes,M,Portugal,POR,Equestrianism,1,0,0,1,1,1,1,1,1
90518,Leander Adrian Paes,M,India,IND,Tennis,1,1,1,1,1,1,1,1,1
90538,Francisco Pagazaurtunda Gonzlez-Murrieta,M,Spain,ESP,Football,1,0,0,1,1,1,1,1,1
90546,Bryony Kate Frances Page,F,Great Britain,GBR,Trampolining,1,1,1,1,1,1,1,1,1
90547,Danielle Nicole Page,F,Serbia,SRB,Basketball,1,1,1,1,1,1,1,1,1
90549,Edgar Wells Page,M,England-1,GBR,Hockey,1,0,0,1,1,1,1,1,1
90553,"Jeremy Louis ""Jerry"" Page",M,United States,USA,Boxing,1,1,1,1,1,1,1,1,1
90556,Malcolm George Page,M,Australia,AUS,Sailing,2,2,2,2,2,2,2,2,2
90557,Michael Owen Page,M,United States,USA,Equestrianism,3,3,3,3,3,3,3,3,3
90571,Jonathan Paget,M,New Zealand,NZL,Equestrianism,1,1,1,1,1,1,1,1,1
90581,Marta Pagnini,F,Italy,ITA,Rhythmic Gymnastics,1,1,1,1,1,1,1,1,1
90591,Olof Samuel Phlsson,M,Sweden,SWE,Ice Hockey,1,1,1,1,1,1,1,1,1
90594,Charles Ferdinand Pahud de Mortanges,M,Netherlands,NED,Equestrianism,5,0,0,5,5,5,5,5,5
90595,Pai Kun-Hong,M,Chinese Taipei,TPE,Baseball,1,1,1,1,1,1,1,1,1
90602,"Jeffrey ""Jeff"" Pain",M,Canada,CAN,Skeleton,1,1,1,1,1,1,1,1,1
90603,"Edward Oscar Guthrie ""Ted"" Pain",M,Australia,AUS,Rowing,1,0,0,1,1,1,1,1,1
90604,Caleb Paine,M,United States,USA,Sailing,1,1,1,1,1,1,1,1,1
90606,John Bryant Paine,M,United States,USA,Shooting,1,0,0,1,1,1,1,1,1
90607,Sumner Paine,M,United States,USA,Shooting,2,0,0,2,2,2,2,2,2
90616,Ludwig Paischer,M,Austria,AUT,Judo,1,1,1,1,1,1,1,1,1
90631,Mariana Pajn Londoo,F,Colombia,COL,Cycling,2,2,2,2,2,2,2,2,2
90637,Marc Pajot,M,France,FRA,Sailing,1,1,1,1,1,1,1,1,1
90638,Yves Pajot,M,France,FRA,Sailing,1,1,1,1,1,1,1,1,1
90643,Pak Chol-Min,M,North Korea,PRK,Judo,1,1,1,1,1,1,1,1,1
90649,Pak Hyon-Suk,F,North Korea,PRK,Weightlifting,1,1,1,1,1,1,1,1,1
90665,Veikko Ilmari Pakarinen,M,Finland,FIN,Gymnastics,2,2,0,2,2,2,2,2,2
90670,Albert Aleksandrovich Pakeyev,M,Russia,RUS,Boxing,1,1,1,1,1,1,1,1,1
90671,Yuliya Vladimirovna Pakhalina,F,Russia,RUS,Diving,5,5,5,5,5,5,5,5,5
90673,Olena Ivanivna Pakholchyk,F,Ukraine,UKR,Sailing,2,2,2,2,2,2,2,2,2
90676,Lyudmila Alekseyevna Pakhomova (-Gorshkova),F,Soviet Union-1,URS,Figure Skating,1,1,0,1,1,1,1,1,1
90680,Erkki Olavi Pakkanen,M,Finland,FIN,Boxing,1,0,0,1,1,1,1,1,1
90691,Tibor Pl,M,Hungary,HUN,Football,1,1,1,1,1,1,1,1,1
90729,Laia Palau Alts,F,Spain,ESP,Basketball,1,1,1,1,1,1,1,1,1
90739,Iryna Havrylivna Palchykova (Biletska-),F,Soviet Union,URS,Handball,1,1,1,1,1,1,1,1,1
90742,Dagmar Palekov-vubov,F,Czechoslovakia,TCH,Cross Country Skiing,1,1,1,1,1,1,1,1,1
90745,"Anders Gustaf Paulus ""Paul"" Paln",M,Sweden,SWE,Shooting,2,0,0,2,2,2,2,2,2
90761,Matilda Vilma Plfyov (-Marekov),F,Czechoslovakia,TCH,Gymnastics,1,0,0,1,1,1,1,1,1
90768,Ramazan Paliani,M,Unified Team,EUN,Boxing,1,1,1,1,1,1,1,1,1
90777,Katalin Plinger,F,Hungary,HUN,Handball,1,1,1,1,1,1,1,1,1
90781,Ireneusz Paliski,M,Poland,POL,Weightlifting,2,2,2,2,2,2,2,2,2
90784,Diana Boneva Paliyska,F,Bulgaria,BUL,Canoeing,2,2,2,2,2,2,2,2,2
90792,Olga Pall (-Scartezzini),F,Austria,AUT,Alpine Skiing,1,1,1,1,1,1,1,1,1
90805,Wilfred James Pallot,M,Wales-4,GBR,Hockey,1,0,0,1,1,1,1,1,1
